Date,Open,High,Low,Close,Volume,Adj Close,HM4UP,LM4DN,CSUSHPINSArate,NEWORDERrate,PPIACOrate,predict
2014-11-01,4633.7099609375,4810.85986328125,4594.919921875,4791.6298828125,32967990000.0,4791.6298828125,0,0,0.0018786421126946171,0.012964115328770063,-0.004807692307692291,0
2014-12-01,4777.72998046875,4814.9501953125,4547.31005859375,4736.0498046875,39587090000.0,4736.0498046875,0,1,-0.0012242021784829582,0.012052245900920022,-0.0028985507246376274,1
2015-01-01,4760.240234375,4777.009765625,4563.10986328125,4635.240234375,38719030000.0,4635.240234375,0,1,-0.0019671033357047123,-0.051074530660615965,-0.01453488372093026,1
2015-02-01,4650.60009765625,4989.25,4580.4599609375,4963.52978515625,35773090000.0,4963.52978515625,1,0,-0.0014797330489688676,-0.03094777562862672,-0.012291052114061007,1
2015-03-01,4973.43017578125,5042.14013671875,4825.93017578125,4900.8798828125,41204240000.0,4900.8798828125,0,0,-0.001139943002849808,0.032674807864585764,-0.019412643106022972,1
2015-04-01,4894.35986328125,5119.830078125,4844.39013671875,4941.419921875,37409760000.0,4941.419921875,1,0,-0.0012013094272758096,-0.011703649590600551,-0.025380710659898442,1
2015-05-01,4966.31982421875,5111.5400390625,4888.169921875,5070.02978515625,35994540000.0,5070.02978515625,0,0,0.002345370899359711,-0.011472658114788148,-0.0046875000000000675,1
2015-06-01,5094.93994140625,5164.35986328125,4956.22998046875,4986.8701171875,41338820000.0,4986.8701171875,0,0,0.008747562621868488,0.0033493270189430824,0.0020931449502878947,0
2015-07-01,5029.0498046875,5231.93994140625,4901.509765625,5128.27978515625,40633420000.0,5128.27978515625,1,0,0.011145938037149472,-0.004285248497834071,-0.0031331592689294308,0
2015-08-01,5134.33984375,5175.259765625,4292.14013671875,4812.7099609375,45767180000.0,4812.7099609375,0,1,0.01102307552041948,-0.027927211488983472,0.013095861707700385,0
2015-09-01,4673.60986328125,4960.8701171875,4487.06005859375,4620.16015625,41503920000.0,4620.16015625,1,0,0.009268040097509813,0.02059672762271414,0.0072388831437435455,1
2015-10-01,4624.4599609375,5095.68994140625,4552.33984375,5053.75,42348240000.0,5053.75,1,0,0.005989370164981357,-0.0028762731044889023,-0.00462012320328542,1
2015-11-01,5065.64013671875,5163.47021484375,4908.66015625,5108.669921875,36834860000.0,5108.669921875,0,0,0.002544223066476281,-0.000567456376791009,-0.01031459515214028,0
2015-12-01,5129.64013671875,5176.77001953125,4871.58984375,5007.41015625,40617940000.0,5007.41015625,0,1,0.0006515886760747325,-0.0016875640722340268,-0.014590932777488352,0
2016-01-01,4897.64990234375,4926.72998046875,4313.39013671875,4613.9501953125,44877130000.0,4613.9501953125,0,1,6.854361944585996e-05,0.0009163006730070756,-0.008461131676361644,1
2016-02-01,4587.58984375,4636.93017578125,4209.759765625,4557.9501953125,43108650000.0,4557.9501953125,0,1,0.0005825808330905957,-0.01613106888061111,-0.009600000000000051,1
2016-03-01,4596.009765625,4899.14013671875,4581.75,4869.85009765625,40738880000.0,4869.85009765625,1,0,-0.00012558152809916123,-0.028828568678409883,-0.011847065158858359,1
2016-04-01,4842.5498046875,4969.31982421875,4740.83984375,4775.35986328125,38014300000.0,4775.35986328125,0,0,-0.0004738443621080668,0.008870608057881979,-0.004904632152588628,0
2016-05-01,4786.5498046875,4951.4501953125,4678.3798828125,4948.0498046875,38803240000.0,4948.0498046875,0,0,0.001370801919122533,-0.0059599829714772614,-0.007119386637458812,1
2016-06-01,4928.97021484375,4980.14013671875,4574.25,4842.669921875,44213900000.0,4842.669921875,0,1,0.007511978097193728,-0.013490364025695922,0.0044125758411470714,0
2016-07-01,4837.18017578125,5175.81005859375,4786.009765625,5162.1298828125,36050040000.0,5162.1298828125,1,0,0.01069990998488457,0.0046250688751230395,0.006040637012630468,0
2016-08-01,5167.419921875,5275.740234375,5109.7998046875,5213.22021484375,38754780000.0,5213.22021484375,0,0,0.010362578209458295,-0.020692062225767804,0.011462882096070048,0
2016-09-01,5218.27978515625,5342.8798828125,5097.7998046875,5312.0,40054600000.0,5312.0,0,0,0.008748343746708409,0.0023080970079596423,0.012412304371289816,0
2016-10-01,5300.2900390625,5340.52001953125,5169.759765625,5189.14013671875,34644850000.0,5189.14013671875,0,0,0.006100409441894827,0.004639428368241827,0.0005330490405117684,0
2016-11-01,5199.77001953125,5403.85986328125,5034.41015625,5323.68017578125,41870720000.0,5323.68017578125,0,0,0.0035342637860869,0.02782599902246652,-0.00586041555673944,0
2016-12-01,5323.8798828125,5512.3701171875,5238.2099609375,5444.5,40597960000.0,5444.5,0,0,0.0016275474655984554,-0.032680703135248616,0.001607717041800738,0
2017-01-01,5425.6201171875,5669.60986328125,5397.990234375,5614.7900390625,36027970000.0,5614.7900390625,1,0,0.00044562553325611104,0.0010340560424471068,-0.0010700909577314732,1
2017-02-01,5654.509765625,5867.89013671875,5616.39990234375,5825.43994140625,36709560000.0,5825.43994140625,0,0,0.001205912229145012,-0.0014055408792250645,-0.002142474558114449,1
2017-03-01,5874.85986328125,5928.06005859375,5769.39013671875,5911.740234375,43937720000.0,5911.740234375,0,0,0.0009548870140791976,0.0017466804592243257,0.010198604401502777,1
2017-04-01,5917.31982421875,6074.0400390625,5805.14990234375,6047.60986328125,33793200000.0,6047.60986328125,0,0,0.0013442390143691973,0.03605769230769229,0.013283740701381495,0
2017-05-01,6067.56005859375,6221.990234375,5996.81005859375,6198.52001953125,42285390000.0,6198.52001953125,0,0,0.0019595212705492138,0.00263063298585009,0.004719454640797149,0
2017-06-01,6215.91015625,6341.7001953125,6087.81005859375,6140.419921875,48689910000.0,6140.419921875,0,0,0.008119891302586169,0.002900770822808596,-0.0005219206680584508,0
2017-07-01,6173.2900390625,6460.83984375,6081.9599609375,6348.1201171875,36063120000.0,6348.1201171875,1,0,0.010755396454523948,0.003607351196763142,0.007832898172323688,0
2017-08-01,6372.16015625,6435.27001953125,6177.18994140625,6428.66015625,41236800000.0,6428.66015625,0,0,0.010603835407266836,-0.0041124945355633935,-0.0010362694300517503,1
2017-09-01,6442.169921875,6497.97998046875,6334.58984375,6495.9599609375,38177120000.0,6495.9599609375,0,0,0.009107554128565676,-0.012258368694012313,0.004149377593360981,0
2017-10-01,6506.080078125,6737.75,6484.14013671875,6727.669921875,41421370000.0,6727.669921875,0,0,0.006519467420859071,0.013217019175376432,-0.0005165289256198191,0
2017-11-01,6758.64013671875,6914.18994140625,6667.31005859375,6873.97021484375,41870380000.0,6873.97021484375,0,0,0.004338820563943413,0.0017706878066214848,0.0015503875968991832,0
2017-12-01,6844.0400390625,7003.89013671875,6734.1298828125,6903.39013671875,38573170000.0,6903.39013671875,0,0,0.002432614520599952,0.03554575380673608,0.005159958720330149,0
2018-01-01,6937.64990234375,7505.77001953125,6924.080078125,7411.47998046875,44405890000.0,7411.47998046875,1,0,0.0013698349015465185,-0.0009082509904633217,0.0005133470225873181,1
2018-02-01,7377.169921875,7441.08984375,6630.669921875,7273.009765625,43791970000.0,7273.009765625,0,1,0.0018854294219212695,-0.007711477876522266,0.005130836326321164,0
2018-03-01,7274.75,7637.27001953125,6901.06982421875,7063.4501953125,48355130000.0,7063.4501953125,1,1,0.002035295501383372,0.004533320696899379,0.0020418580908627693,0
2018-04-01,7016.169921875,7319.580078125,6805.9599609375,7066.27001953125,42932190000.0,7066.27001953125,1,0,0.001383027043026841,-0.01006352600792504,0.008150789607743292,0
2018-05-01,7053.64990234375,7492.419921875,6991.14013671875,7442.1201171875,45405220000.0,7442.1201171875,1,0,0.004036326942482349,-0.001906093144418364,0.0070742799393632705,0
2018-06-01,7487.66015625,7806.60009765625,7419.56005859375,7510.2998046875,48305960000.0,7510.2998046875,1,0,0.008471651185218976,0.007798077535170922,0.0,1
2018-07-01,7451.89990234375,7933.31005859375,7443.10009765625,7671.7900390625,38678490000.0,7671.7900390625,1,0,0.010287951922447913,0.020702397119666482,0.005017561465127995,1
2018-08-01,7701.81982421875,8133.2998046875,7659.52001953125,8109.5400390625,45900880000.0,8109.5400390625,1,0,0.009161879804506778,-0.001964818911768807,0.014478282576135591,0
2018-09-01,8087.9501953125,8104.06982421875,7873.93017578125,8046.35009765625,44545790000.0,8046.35009765625,0,0,0.007854385323999402,0.024879863587040862,0.004921259842519675,0
2018-10-01,8091.5,8107.3798828125,6922.830078125,7305.89990234375,61400960000.0,7305.89990234375,0,1,0.0044721360940078725,0.035680254102699926,0.0004897159647405669,0
2018-11-01,7327.81982421875,7572.93017578125,6830.759765625,7330.5400390625,48560650000.0,7330.5400390625,0,1,0.001862814898617948,-0.03906592283202381,-0.004405286343612369,1
2018-12-01,7486.1298828125,7486.509765625,6190.169921875,6635.27978515625,48808340000.0,6635.27978515625,0,1,0.0002871772906039016,0.0007446921685740904,0.000983284169124854,1
2019-01-01,6506.91015625,7303.1201171875,6457.1298828125,7281.740234375,49199040000.0,7281.740234375,1,0,3.892811437067323e-05,0.009081521078848187,0.004911591355599265,1
2019-02-01,7256.3701171875,7602.68994140625,7225.14013671875,7532.52978515625,42304540000.0,7532.52978515625,1,0,-0.001211590394861628,-0.0317551094121542,-0.011241446725317572,1
2019-03-01,7587.4501953125,7850.10986328125,7332.919921875,7729.31982421875,49145540000.0,7729.31982421875,0,0,-0.0019438192394258813,0.012652325292215938,-0.0064260998517053905,0
2019-04-01,7800.240234375,8176.080078125,7777.08984375,8095.39013671875,43162800000.0,8095.39013671875,1,0,-0.002352745927845845,0.020015349194167253,-0.009452736318408041,0
2019-05-01,8132.93017578125,8164.7099609375,7448.22998046875,7453.14990234375,47405100000.0,7453.14990234375,0,1,0.0011791471976907444,-0.009600625996930234,0.0005022601707684871,1
2019-06-01,7441.2099609375,8088.8798828125,7292.22021484375,8006.240234375,44505410000.0,8006.240234375,1,0,0.006543645480046489,0.023748024796402145,0.008032128514056325,1
2019-07-01,8145.85009765625,8339.6396484375,8059.2900390625,8175.419921875,39238360000.0,8175.419921875,0,0,0.009249144272085008,-0.019100906810727403,0.006474103585657254,0
2019-08-01,8190.56005859375,8311.0400390625,7662.89990234375,7962.8798828125,46090570000.0,7962.8798828125,0,1,0.007976138932986876,-0.015750771651637074,-0.001979218208807532,0
2019-09-01,7906.43994140625,8243.7998046875,7847.31982421875,7999.33984375,41462650000.0,7999.33984375,1,0,0.005994425566034245,0.021337104733209374,-0.0069410014873573225,1
2019-10-01,8026.830078125,8335.5595703125,7700.0,8292.3603515625,43976360000.0,8292.3603515625,0,1,0.003581865796265405,-0.0032360511145561603,0.001997004493260013,0
2019-11-01,8335.0498046875,8705.91015625,8326.5595703125,8665.4697265625,41581990000.0,8665.4697265625,1,0,0.0016923593285398384,-0.005436095675283914,-0.007473841554558991,1
2019-12-01,8672.83984375,9052.0,8435.400390625,8972.599609375,45940880000.0,8972.599609375,1,0,0.0007786802078368903,-0.0014423660876958788,-0.0040160642570280505,1
2020-01-01,9039.4599609375,9451.4296875,8943.5,9150.9404296875,52456350000.0,9150.9404296875,1,0,0.0004338353877639811,0.0028128753668141826,0.0010080645161290036,0
2020-02-01,9190.7197265625,9838.3701171875,8264.16015625,8567.3701171875,49488620000.0,8567.3701171875,1,1,0.0006551844414905973,0.008960790854231737,0.0020140986908359078,1
2020-03-01,8667.1396484375,9070.3203125,6631.419921875,7700.10009765625,96874040000.0,7700.10009765625,1,1,0.0005322832123526577,-0.0045833646404688224,0.0,1
2020-04-01,7459.5,8957.26953125,7288.10986328125,8889.5498046875,78697140000.0,8889.5498046875,1,0,0.0002918938259746096,0.008816425120772964,0.001507537688442362,1
2020-05-01,8681.2900390625,9523.6396484375,8537.830078125,9489.8701171875,76347800000.0,9489.8701171875,1,0,0.0037699794792629415,-0.005551897521848481,-0.01304565980933281,0
2020-06-01,9471.419921875,10221.849609375,9403.0,10058.76953125,111455270000.0,10058.76953125,1,0,0.00906367076321457,-0.0127157539915429,-0.01830198271479411,0
2020-07-01,10063.669921875,10839.9296875,10048.0400390625,10745.26953125,94321170000.0,10745.26953125,1,0,0.010445999572494593,-0.06567796610169496,-0.03676851372345935,1
2020-08-01,10848.6396484375,11283.6201171875,10762.7099609375,11264.9501953125,53590040000.0,11264.9501953125,1,0,0.006539434352724971,0.015122595800910243,0.018279569892473143,1
